t x u
 1.000000 0.446400 0.330448
 1.000000 0.446460 0.330093
 1.000000 0.446520 0.329737
 1.000000 0.446580 0.329381
 1.000000 0.446640 0.329025
 1.000000 0.446700 0.328669
 1.000000 0.446760 0.328313
 1.000000 0.446820 0.327957
 1.000000 0.446880 0.327600
 1.000000 0.446940 0.327244
 1.000000 0.447000 0.326888
 1.000000 0.447060 0.326532
 1.000000 0.447120 0.326175
 1.000000 0.447180 0.325819
 1.000000 0.447240 0.325462
 1.000000 0.447300 0.325106
 1.000000 0.447360 0.324749
 1.000000 0.447420 0.324393
 1.000000 0.447480 0.324036
 1.000000 0.447540 0.323680
 1.000000 0.447600 0.323323
 1.000000 0.447660 0.322966
 1.000000 0.447720 0.322609
 1.000000 0.447780 0.322252
 1.000000 0.447840 0.321896
 1.000000 0.447900 0.321539
 1.000000 0.447960 0.321182
 1.000000 0.448020 0.320825
 1.000000 0.448080 0.320467
 1.000000 0.448140 0.320110
 1.000000 0.448200 0.319753
 1.000000 0.448260 0.319396
 1.000000 0.448320 0.319039
 1.000000 0.448380 0.318681
 1.000000 0.448440 0.318324
 1.000000 0.448500 0.317967
 1.000000 0.448560 0.317609
 1.000000 0.448620 0.317252
 1.000000 0.448680 0.316894
 1.000000 0.448740 0.316537
 1.000000 0.448800 0.316179
 1.000000 0.448860 0.315821
 1.000000 0.448920 0.315464
 1.000000 0.448980 0.315106
 1.000000 0.449040 0.314748
 1.000000 0.449100 0.314390
 1.000000 0.449160 0.314032
 1.000000 0.449220 0.313674
 1.000000 0.449280 0.313316
 1.000000 0.449340 0.312958
 1.000000 0.449400 0.312600
 1.000000 0.449460 0.312242
 1.000000 0.449520 0.311884
 1.000000 0.449580 0.311526
 1.000000 0.449640 0.311167
 1.000000 0.449700 0.310809
 1.000000 0.449760 0.310451
 1.000000 0.449820 0.310092
 1.000000 0.449880 0.309734
 1.000000 0.449940 0.309375
 1.000000 0.450000 0.309017
 1.000000 0.450060 0.308658
 1.000000 0.450120 0.308300
 1.000000 0.450180 0.307941
 1.000000 0.450240 0.307582
 1.000000 0.450300 0.307224
 1.000000 0.450360 0.306865
 1.000000 0.450420 0.306506
 1.000000 0.450480 0.306147
 1.000000 0.450540 0.305788
 1.000000 0.450600 0.305429
 1.000000 0.450660 0.305070
 1.000000 0.450720 0.304711
 1.000000 0.450780 0.304352
 1.000000 0.450840 0.303993
 1.000000 0.450900 0.303634
 1.000000 0.450960 0.303275
 1.000000 0.451020 0.302915
 1.000000 0.451080 0.302556
 1.000000 0.451140 0.302197
 1.000000 0.451200 0.301837
 1.000000 0.451260 0.301478
 1.000000 0.451320 0.301119
 1.000000 0.451380 0.300759
 1.000000 0.451440 0.300399
 1.000000 0.451500 0.300040
 1.000000 0.451560 0.299680
 1.000000 0.451620 0.299321
 1.000000 0.451680 0.298961
 1.000000 0.451740 0.298601
 1.000000 0.451800 0.298241
 1.000000 0.451860 0.297881
 1.000000 0.451920 0.297521
 1.000000 0.451980 0.297162
 1.000000 0.452040 0.296802
 1.000000 0.452100 0.296442
 1.000000 0.452160 0.296081
 1.000000 0.452220 0.295721
 1.000000 0.452280 0.295361
 1.000000 0.452340 0.295001
 1.000000 0.452400 0.294641
 1.000000 0.452460 0.294280
 1.000000 0.452520 0.293920
 1.000000 0.452580 0.293560
 1.000000 0.452640 0.293199
 1.000000 0.452700 0.292839
 1.000000 0.452760 0.292478
 1.000000 0.452820 0.292118
 1.000000 0.452880 0.291757
 1.000000 0.452940 0.291397
 1.000000 0.453000 0.291036
 1.000000 0.453060 0.290675
 1.000000 0.453120 0.290315
 1.000000 0.453180 0.289954
 1.000000 0.453240 0.289593
 1.000000 0.453300 0.289232
 1.000000 0.453360 0.288871
 1.000000 0.453420 0.288510
 1.000000 0.453480 0.288149
 1.000000 0.453540 0.287788
 1.000000 0.453600 0.287427
 1.000000 0.453660 0.287066
 1.000000 0.453720 0.286705
 1.000000 0.453780 0.286344
 1.000000 0.453840 0.285983
 1.000000 0.453900 0.285621
 1.000000 0.453960 0.285260
 1.000000 0.454020 0.284899
 1.000000 0.454080 0.284537
 1.000000 0.454140 0.284176
 1.000000 0.454200 0.283814
 1.000000 0.454260 0.283453
 1.000000 0.454320 0.283091
 1.000000 0.454380 0.282730
 1.000000 0.454440 0.282368
 1.000000 0.454500 0.282007
 1.000000 0.454560 0.281645
 1.000000 0.454620 0.281283
 1.000000 0.454680 0.280921
 1.000000 0.454740 0.280559
 1.000000 0.454800 0.280198
 1.000000 0.454860 0.279836
 1.000000 0.454920 0.279474
 1.000000 0.454980 0.279112
 1.000000 0.455040 0.278750
 1.000000 0.455100 0.278388
 1.000000 0.455160 0.278026
 1.000000 0.455220 0.277663
 1.000000 0.455280 0.277301
 1.000000 0.455340 0.276939
 1.000000 0.455400 0.276577
 1.000000 0.455460 0.276214
 1.000000 0.455520 0.275852
 1.000000 0.455580 0.275490
 1.000000 0.455640 0.275127
 1.000000 0.455700 0.274765
 1.000000 0.455760 0.274402
 1.000000 0.455820 0.274040
 1.000000 0.455880 0.273677
 1.000000 0.455940 0.273315
 1.000000 0.456000 0.272952
 1.000000 0.456060 0.272589
 1.000000 0.456120 0.272226
 1.000000 0.456180 0.271864
 1.000000 0.456240 0.271501
 1.000000 0.456300 0.271138
 1.000000 0.456360 0.270775
 1.000000 0.456420 0.270412
 1.000000 0.456480 0.270049
 1.000000 0.456540 0.269686
 1.000000 0.456600 0.269323
 1.000000 0.456660 0.268960
 1.000000 0.456720 0.268597
 1.000000 0.456780 0.268234
 1.000000 0.456840 0.267871
 1.000000 0.456900 0.267507
 1.000000 0.456960 0.267144
 1.000000 0.457020 0.266781
 1.000000 0.457080 0.266417
 1.000000 0.457140 0.266054
 1.000000 0.457200 0.265691
 1.000000 0.457260 0.265327
 1.000000 0.457320 0.264964
 1.000000 0.457380 0.264600
 1.000000 0.457440 0.264237
 1.000000 0.457500 0.263873
 1.000000 0.457560 0.263509
 1.000000 0.457620 0.263146
 1.000000 0.457680 0.262782
 1.000000 0.457740 0.262418
 1.000000 0.457800 0.262054
 1.000000 0.457860 0.261691
 1.000000 0.457920 0.261327
 1.000000 0.457980 0.260963
 1.000000 0.458040 0.260599
 1.000000 0.458100 0.260235
 1.000000 0.458160 0.259871
 1.000000 0.458220 0.259507
 1.000000 0.458280 0.259143
 1.000000 0.458340 0.258779
 1.000000 0.458400 0.258414
 1.000000 0.458460 0.258050
 1.000000 0.458520 0.257686
 1.000000 0.458580 0.257322
 1.000000 0.458640 0.256957
 1.000000 0.458700 0.256593
 1.000000 0.458760 0.256229
 1.000000 0.458820 0.255864
 1.000000 0.458880 0.255500
 1.000000 0.458940 0.255135
 1.000000 0.459000 0.254771
 1.000000 0.459060 0.254406
 1.000000 0.459120 0.254042
 1.000000 0.459180 0.253677
 1.000000 0.459240 0.253312
 1.000000 0.459300 0.252947
 1.000000 0.459360 0.252583
 1.000000 0.459420 0.252218
 1.000000 0.459480 0.251853
 1.000000 0.459540 0.251488
 1.000000 0.459600 0.251123
 1.000000 0.459660 0.250758
 1.000000 0.459720 0.250393
 1.000000 0.459780 0.250028
 1.000000 0.459840 0.249663
 1.000000 0.459900 0.249298
 1.000000 0.459960 0.248933
 1.000000 0.460020 0.248568
 1.000000 0.460080 0.248203
 1.000000 0.460140 0.247838
 1.000000 0.460200 0.247472
 1.000000 0.460260 0.247107
 1.000000 0.460320 0.246742
 1.000000 0.460380 0.246377
 1.000000 0.460440 0.246011
 1.000000 0.460500 0.245646
 1.000000 0.460560 0.245280
 1.000000 0.460620 0.244915
 1.000000 0.460680 0.244549
 1.000000 0.460740 0.244184
 1.000000 0.460800 0.243818
 1.000000 0.460860 0.243452
 1.000000 0.460920 0.243087
 1.000000 0.460980 0.242721
 1.000000 0.461040 0.242355
 1.000000 0.461100 0.241990
 1.000000 0.461160 0.241624
 1.000000 0.461220 0.241258
 1.000000 0.461280 0.240892
 1.000000 0.461340 0.240526
 1.000000 0.461400 0.240160
 1.000000 0.461460 0.239794
 1.000000 0.461520 0.239428
 1.000000 0.461580 0.239062
 1.000000 0.461640 0.238696
 1.000000 0.461700 0.238330
 1.000000 0.461760 0.237964
 1.000000 0.461820 0.237598
 1.000000 0.461880 0.237231
 1.000000 0.461940 0.236865
 1.000000 0.462000 0.236499
 1.000000 0.462060 0.236133
 1.000000 0.462120 0.235766
 1.000000 0.462180 0.235400
 1.000000 0.462240 0.235033
 1.000000 0.462300 0.234667
 1.000000 0.462360 0.234301
 1.000000 0.462420 0.233934
 1.000000 0.462480 0.233568
 1.000000 0.462540 0.233201
 1.000000 0.462600 0.232834
 1.000000 0.462660 0.232468
 1.000000 0.462720 0.232101
 1.000000 0.462780 0.231734
 1.000000 0.462840 0.231368
 1.000000 0.462900 0.231001
 1.000000 0.462960 0.230634
 1.000000 0.463020 0.230267
 1.000000 0.463080 0.229900
 1.000000 0.463140 0.229533
 1.000000 0.463200 0.229166
 1.000000 0.463260 0.228799
 1.000000 0.463320 0.228432
 1.000000 0.463380 0.228065
 1.000000 0.463440 0.227698
 1.000000 0.463500 0.227331
 1.000000 0.463560 0.226964
 1.000000 0.463620 0.226597
 1.000000 0.463680 0.226230
 1.000000 0.463740 0.225862
 1.000000 0.463800 0.225495
 1.000000 0.463860 0.225128
 1.000000 0.463920 0.224761
 1.000000 0.463980 0.224393
 1.000000 0.464040 0.224026
 1.000000 0.464100 0.223658
 1.000000 0.464160 0.223291
 1.000000 0.464220 0.222923
 1.000000 0.464280 0.222556
 1.000000 0.464340 0.222188
 1.000000 0.464400 0.221821
 1.000000 0.464460 0.221453
 1.000000 0.464520 0.221085
 1.000000 0.464580 0.220718
 1.000000 0.464640 0.220350
 1.000000 0.464700 0.219982
 1.000000 0.464760 0.219615
 1.000000 0.464820 0.219247
 1.000000 0.464880 0.218879
 1.000000 0.464940 0.218511
 1.000000 0.465000 0.218143
 1.000000 0.465060 0.217775
 1.000000 0.465120 0.217407
 1.000000 0.465180 0.217039
 1.000000 0.465240 0.216671
 1.000000 0.465300 0.216303
 1.000000 0.465360 0.215935
 1.000000 0.465420 0.215567
 1.000000 0.465480 0.215199
 1.000000 0.465540 0.214831
 1.000000 0.465600 0.214463
 1.000000 0.465660 0.214094
 1.000000 0.465720 0.213726
 1.000000 0.465780 0.213358
 1.000000 0.465840 0.212989
 1.000000 0.465900 0.212621
 1.000000 0.465960 0.212253
 1.000000 0.466020 0.211884
 1.000000 0.466080 0.211516
 1.000000 0.466140 0.211147
 1.000000 0.466200 0.210779
 1.000000 0.466260 0.210410
 1.000000 0.466320 0.210042
 1.000000 0.466380 0.209673
 1.000000 0.466440 0.209304
 1.000000 0.466500 0.208936
 1.000000 0.466560 0.208567
 1.000000 0.466620 0.208198
 1.000000 0.466680 0.207830
 1.000000 0.466740 0.207461
 1.000000 0.466800 0.207092
 1.000000 0.466860 0.206723
 1.000000 0.466920 0.206354
 1.000000 0.466980 0.205986
 1.000000 0.467040 0.205617
 1.000000 0.467100 0.205248
 1.000000 0.467160 0.204879
 1.000000 0.467220 0.204510
 1.000000 0.467280 0.204141
 1.000000 0.467340 0.203772
 1.000000 0.467400 0.203402
 1.000000 0.467460 0.203033
 1.000000 0.467520 0.202664
 1.000000 0.467580 0.202295
 1.000000 0.467640 0.201926
 1.000000 0.467700 0.201557
 1.000000 0.467760 0.201187
 1.000000 0.467820 0.200818
 1.000000 0.467880 0.200449
 1.000000 0.467940 0.200079
 1.000000 0.468000 0.199710
 1.000000 0.468060 0.199341
 1.000000 0.468120 0.198971
 1.000000 0.468180 0.198602
 1.000000 0.468240 0.198232
 1.000000 0.468300 0.197863
 1.000000 0.468360 0.197493
 1.000000 0.468420 0.197123
 1.000000 0.468480 0.196754
 1.000000 0.468540 0.196384
 1.000000 0.468600 0.196015
 1.000000 0.468660 0.195645
 1.000000 0.468720 0.195275
 1.000000 0.468780 0.194905
 1.000000 0.468840 0.194536
 1.000000 0.468900 0.194166
 1.000000 0.468960 0.193796
 1.000000 0.469020 0.193426
 1.000000 0.469080 0.193056
 1.000000 0.469140 0.192686
 1.000000 0.469200 0.192316
 1.000000 0.469260 0.191946
 1.000000 0.469320 0.191576
 1.000000 0.469380 0.191206
 1.000000 0.469440 0.190836
 1.000000 0.469500 0.190466
 1.000000 0.469560 0.190096
 1.000000 0.469620 0.189726
 1.000000 0.469680 0.189356
 1.000000 0.469740 0.188986
 1.000000 0.469800 0.188615
 1.000000 0.469860 0.188245
 1.000000 0.469920 0.187875
 1.000000 0.469980 0.187505
 1.000000 0.470040 0.187134
 1.000000 0.470100 0.186764
 1.000000 0.470160 0.186394
 1.000000 0.470220 0.186023
 1.000000 0.470280 0.185653
 1.000000 0.470340 0.185282
 1.000000 0.470400 0.184912
 1.000000 0.470460 0.184541
 1.000000 0.470520 0.184171
 1.000000 0.470580 0.183800
 1.000000 0.470640 0.183430
 1.000000 0.470700 0.183059
 1.000000 0.470760 0.182689
 1.000000 0.470820 0.182318
 1.000000 0.470880 0.181947
 1.000000 0.470940 0.181576
 1.000000 0.471000 0.181206
 1.000000 0.471060 0.180835
 1.000000 0.471120 0.180464
 1.000000 0.471180 0.180093
 1.000000 0.471240 0.179723
 1.000000 0.471300 0.179352
 1.000000 0.471360 0.178981
 1.000000 0.471420 0.178610
 1.000000 0.471480 0.178239
 1.000000 0.471540 0.177868
 1.000000 0.471600 0.177497
 1.000000 0.471660 0.177126
 1.000000 0.471720 0.176755
 1.000000 0.471780 0.176384
 1.000000 0.471840 0.176013
 1.000000 0.471900 0.175642
 1.000000 0.471960 0.175270
 1.000000 0.472020 0.174899
 1.000000 0.472080 0.174528
 1.000000 0.472140 0.174157
 1.000000 0.472200 0.173786
 1.000000 0.472260 0.173414
 1.000000 0.472320 0.173043
 1.000000 0.472380 0.172672
 1.000000 0.472440 0.172300
 1.000000 0.472500 0.171929
 1.000000 0.472560 0.171558
 1.000000 0.472620 0.171186
 1.000000 0.472680 0.170815
 1.000000 0.472740 0.170443
 1.000000 0.472800 0.170072
 1.000000 0.472860 0.169700
 1.000000 0.472920 0.169329
 1.000000 0.472980 0.168957
 1.000000 0.473040 0.168586
 1.000000 0.473100 0.168214
 1.000000 0.473160 0.167842
 1.000000 0.473220 0.167471
 1.000000 0.473280 0.167099
 1.000000 0.473340 0.166727
 1.000000 0.473400 0.166356
 1.000000 0.473460 0.165984
 1.000000 0.473520 0.165612
 1.000000 0.473580 0.165240
 1.000000 0.473640 0.164869
 1.000000 0.473700 0.164497
 1.000000 0.473760 0.164125
 1.000000 0.473820 0.163753
 1.000000 0.473880 0.163381
 1.000000 0.473940 0.163009
 1.000000 0.474000 0.162637
 1.000000 0.474060 0.162265
 1.000000 0.474120 0.161893
 1.000000 0.474180 0.161521
 1.000000 0.474240 0.161149
 1.000000 0.474300 0.160777
 1.000000 0.474360 0.160405
 1.000000 0.474420 0.160033
 1.000000 0.474480 0.159661
 1.000000 0.474540 0.159288
 1.000000 0.474600 0.158916
 1.000000 0.474660 0.158544
 1.000000 0.474720 0.158172
 1.000000 0.474780 0.157800
 1.000000 0.474840 0.157427
 1.000000 0.474900 0.157055
 1.000000 0.474960 0.156683
 1.000000 0.475020 0.156310
 1.000000 0.475080 0.155938
 1.000000 0.475140 0.155566
 1.000000 0.475200 0.155193
 1.000000 0.475260 0.154821
 1.000000 0.475320 0.154448
 1.000000 0.475380 0.154076
 1.000000 0.475440 0.153703
 1.000000 0.475500 0.153331
 1.000000 0.475560 0.152958
 1.000000 0.475620 0.152586
 1.000000 0.475680 0.152213
 1.000000 0.475740 0.151840
 1.000000 0.475800 0.151468
 1.000000 0.475860 0.151095
 1.000000 0.475920 0.150722
 1.000000 0.475980 0.150350
 1.000000 0.476040 0.149977
 1.000000 0.476100 0.149604
 1.000000 0.476160 0.149232
 1.000000 0.476220 0.148859
 1.000000 0.476280 0.148486
 1.000000 0.476340 0.148113
 1.000000 0.476400 0.147740
 1.000000 0.476460 0.147367
 1.000000 0.476520 0.146995
 1.000000 0.476580 0.146622
 1.000000 0.476640 0.146249
 1.000000 0.476700 0.145876
 1.000000 0.476760 0.145503
 1.000000 0.476820 0.145130
 1.000000 0.476880 0.144757
 1.000000 0.476940 0.144384
 1.000000 0.477000 0.144011
 1.000000 0.477060 0.143638
 1.000000 0.477120 0.143265
 1.000000 0.477180 0.142891
 1.000000 0.477240 0.142518
 1.000000 0.477300 0.142145
 1.000000 0.477360 0.141772
 1.000000 0.477420 0.141399
 1.000000 0.477480 0.141026
 1.000000 0.477540 0.140652
 1.000000 0.477600 0.140279
 1.000000 0.477660 0.139906
 1.000000 0.477720 0.139533
 1.000000 0.477780 0.139159
 1.000000 0.477840 0.138786
 1.000000 0.477900 0.138413
 1.000000 0.477960 0.138039
 1.000000 0.478020 0.137666
 1.000000 0.478080 0.137292
 1.000000 0.478140 0.136919
 1.000000 0.478200 0.136545
 1.000000 0.478260 0.136172
 1.000000 0.478320 0.135799
 1.000000 0.478380 0.135425
 1.000000 0.478440 0.135051
 1.000000 0.478500 0.134678
 1.000000 0.478560 0.134304
 1.000000 0.478620 0.133931
 1.000000 0.478680 0.133557
 1.000000 0.478740 0.133184
 1.000000 0.478800 0.132810
 1.000000 0.478860 0.132436
 1.000000 0.478920 0.132063
 1.000000 0.478980 0.131689
 1.000000 0.479040 0.131315
 1.000000 0.479100 0.130941
 1.000000 0.479160 0.130568
 1.000000 0.479220 0.130194
 1.000000 0.479280 0.129820
 1.000000 0.479340 0.129446
 1.000000 0.479400 0.129072
 1.000000 0.479460 0.128699
 1.000000 0.479520 0.128325
 1.000000 0.479580 0.127951
 1.000000 0.479640 0.127577
 1.000000 0.479700 0.127203
 1.000000 0.479760 0.126829
 1.000000 0.479820 0.126455
 1.000000 0.479880 0.126081
 1.000000 0.479940 0.125707
 1.000000 0.480000 0.125333
 1.000000 0.480060 0.124959
 1.000000 0.480120 0.124585
 1.000000 0.480180 0.124211
 1.000000 0.480240 0.123837
 1.000000 0.480300 0.123463
 1.000000 0.480360 0.123089
 1.000000 0.480420 0.122715
 1.000000 0.480480 0.122340
 1.000000 0.480540 0.121966
 1.000000 0.480600 0.121592
 1.000000 0.480660 0.121218
 1.000000 0.480720 0.120844
 1.000000 0.480780 0.120469
 1.000000 0.480840 0.120095
 1.000000 0.480900 0.119721
 1.000000 0.480960 0.119347
 1.000000 0.481020 0.118972
 1.000000 0.481080 0.118598
 1.000000 0.481140 0.118224
 1.000000 0.481200 0.117849
 1.000000 0.481260 0.117475
 1.000000 0.481320 0.117101
 1.000000 0.481380 0.116726
 1.000000 0.481440 0.116352
 1.000000 0.481500 0.115977
 1.000000 0.481560 0.115603
 1.000000 0.481620 0.115228
 1.000000 0.481680 0.114854
 1.000000 0.481740 0.114479
 1.000000 0.481800 0.114105
 1.000000 0.481860 0.113730
 1.000000 0.481920 0.113356
 1.000000 0.481980 0.112981
 1.000000 0.482040 0.112607
 1.000000 0.482100 0.112232
 1.000000 0.482160 0.111857
 1.000000 0.482220 0.111483
 1.000000 0.482280 0.111108
 1.000000 0.482340 0.110733
 1.000000 0.482400 0.110359
 1.000000 0.482460 0.109984
 1.000000 0.482520 0.109609
 1.000000 0.482580 0.109235
 1.000000 0.482640 0.108860
 1.000000 0.482700 0.108485
 1.000000 0.482760 0.108110
 1.000000 0.482820 0.107736
 1.000000 0.482880 0.107361
 1.000000 0.482940 0.106986
 1.000000 0.483000 0.106611
 1.000000 0.483060 0.106236
 1.000000 0.483120 0.105861
 1.000000 0.483180 0.105487
 1.000000 0.483240 0.105112
 1.000000 0.483300 0.104737
 1.000000 0.483360 0.104362
 1.000000 0.483420 0.103987
 1.000000 0.483480 0.103612
 1.000000 0.483540 0.103237
 1.000000 0.483600 0.102862
 1.000000 0.483660 0.102487
 1.000000 0.483720 0.102112
 1.000000 0.483780 0.101737
 1.000000 0.483840 0.101362
 1.000000 0.483900 0.100987
 1.000000 0.483960 0.100612
 1.000000 0.484020 0.100237
 1.000000 0.484080 0.099862
 1.000000 0.484140 0.099486
 1.000000 0.484200 0.099111
 1.000000 0.484260 0.098736
 1.000000 0.484320 0.098361
 1.000000 0.484380 0.097986
 1.000000 0.484440 0.097611
 1.000000 0.484500 0.097235
 1.000000 0.484560 0.096860
 1.000000 0.484620 0.096485
 1.000000 0.484680 0.096110
 1.000000 0.484740 0.095735
 1.000000 0.484800 0.095359
 1.000000 0.484860 0.094984
 1.000000 0.484920 0.094609
 1.000000 0.484980 0.094233
 1.000000 0.485040 0.093858
 1.000000 0.485100 0.093483
 1.000000 0.485160 0.093107
 1.000000 0.485220 0.092732
 1.000000 0.485280 0.092357
 1.000000 0.485340 0.091981
 1.000000 0.485400 0.091606
 1.000000 0.485460 0.091230
 1.000000 0.485520 0.090855
 1.000000 0.485580 0.090480
 1.000000 0.485640 0.090104
 1.000000 0.485700 0.089729
 1.000000 0.485760 0.089353
 1.000000 0.485820 0.088978
 1.000000 0.485880 0.088602
 1.000000 0.485940 0.088227
 1.000000 0.486000 0.087851
 1.000000 0.486060 0.087476
 1.000000 0.486120 0.087100
 1.000000 0.486180 0.086724
 1.000000 0.486240 0.086349
 1.000000 0.486300 0.085973
 1.000000 0.486360 0.085598
 1.000000 0.486420 0.085222
 1.000000 0.486480 0.084846
 1.000000 0.486540 0.084471
 1.000000 0.486600 0.084095
 1.000000 0.486660 0.083720
 1.000000 0.486720 0.083344
 1.000000 0.486780 0.082968
 1.000000 0.486840 0.082592
 1.000000 0.486900 0.082217
 1.000000 0.486960 0.081841
 1.000000 0.487020 0.081465
 1.000000 0.487080 0.081090
 1.000000 0.487140 0.080714
 1.000000 0.487200 0.080338
 1.000000 0.487260 0.079962
 1.000000 0.487320 0.079586
 1.000000 0.487380 0.079211
 1.000000 0.487440 0.078835
 1.000000 0.487500 0.078459
 1.000000 0.487560 0.078083
 1.000000 0.487620 0.077707
 1.000000 0.487680 0.077332
 1.000000 0.487740 0.076956
 1.000000 0.487800 0.076580
 1.000000 0.487860 0.076204
 1.000000 0.487920 0.075828
 1.000000 0.487980 0.075452
 1.000000 0.488040 0.075076
 1.000000 0.488100 0.074700
 1.000000 0.488160 0.074324
 1.000000 0.488220 0.073948
 1.000000 0.488280 0.073572
 1.000000 0.488340 0.073196
 1.000000 0.488400 0.072820
 1.000000 0.488460 0.072444
 1.000000 0.488520 0.072068
 1.000000 0.488580 0.071692
 1.000000 0.488640 0.071316
 1.000000 0.488700 0.070940
 1.000000 0.488760 0.070564
 1.000000 0.488820 0.070188
 1.000000 0.488880 0.069812
 1.000000 0.488940 0.069436
 1.000000 0.489000 0.069060
 1.000000 0.489060 0.068684
 1.000000 0.489120 0.068308
 1.000000 0.489180 0.067932
 1.000000 0.489240 0.067556
 1.000000 0.489300 0.067179
 1.000000 0.489360 0.066803
 1.000000 0.489420 0.066427
 1.000000 0.489480 0.066051
 1.000000 0.489540 0.065675
 1.000000 0.489600 0.065299
 1.000000 0.489660 0.064922
 1.000000 0.489720 0.064546
 1.000000 0.489780 0.064170
 1.000000 0.489840 0.063794
 1.000000 0.489900 0.063418
 1.000000 0.489960 0.063041
 1.000000 0.490020 0.062665
 1.000000 0.490080 0.062289
 1.000000 0.490140 0.061913
 1.000000 0.490200 0.061536
 1.000000 0.490260 0.061160
 1.000000 0.490320 0.060784
 1.000000 0.490380 0.060407
 1.000000 0.490440 0.060031
 1.000000 0.490500 0.059655
 1.000000 0.490560 0.059278
 1.000000 0.490620 0.058902
 1.000000 0.490680 0.058526
 1.000000 0.490740 0.058149
 1.000000 0.490800 0.057773
 1.000000 0.490860 0.057397
 1.000000 0.490920 0.057020
 1.000000 0.490980 0.056644
 1.000000 0.491040 0.056268
 1.000000 0.491100 0.055891
 1.000000 0.491160 0.055515
 1.000000 0.491220 0.055138
 1.000000 0.491280 0.054762
 1.000000 0.491340 0.054385
 1.000000 0.491400 0.054009
 1.000000 0.491460 0.053633
 1.000000 0.491520 0.053256
 1.000000 0.491580 0.052880
 1.000000 0.491640 0.052503
 1.000000 0.491700 0.052127
 1.000000 0.491760 0.051750
 1.000000 0.491820 0.051374
 1.000000 0.491880 0.050997
 1.000000 0.491940 0.050621
 1.000000 0.492000 0.050244
 1.000000 0.492060 0.049868
 1.000000 0.492120 0.049491
 1.000000 0.492180 0.049115
 1.000000 0.492240 0.048738
 1.000000 0.492300 0.048362
 1.000000 0.492360 0.047985
 1.000000 0.492420 0.047608
 1.000000 0.492480 0.047232
 1.000000 0.492540 0.046855
 1.000000 0.492600 0.046479
 1.000000 0.492660 0.046102
 1.000000 0.492720 0.045726
 1.000000 0.492780 0.045349
 1.000000 0.492840 0.044972
 1.000000 0.492900 0.044596
 1.000000 0.492960 0.044219
 1.000000 0.493020 0.043843
 1.000000 0.493080 0.043466
 1.000000 0.493140 0.043089
 1.000000 0.493200 0.042713
 1.000000 0.493260 0.042336
 1.000000 0.493320 0.041959
 1.000000 0.493380 0.041583
 1.000000 0.493440 0.041206
 1.000000 0.493500 0.040829
 1.000000 0.493560 0.040453
 1.000000 0.493620 0.040076
 1.000000 0.493680 0.039699
 1.000000 0.493740 0.039323
 1.000000 0.493800 0.038946
 1.000000 0.493860 0.038569
 1.000000 0.493920 0.038192
 1.000000 0.493980 0.037816
 1.000000 0.494040 0.037439
 1.000000 0.494100 0.037062
 1.000000 0.494160 0.036686
 1.000000 0.494220 0.036309
 1.000000 0.494280 0.035932
 1.000000 0.494340 0.035555
 1.000000 0.494400 0.035179
 1.000000 0.494460 0.034802
 1.000000 0.494520 0.034425
 1.000000 0.494580 0.034048
 1.000000 0.494640 0.033671
 1.000000 0.494700 0.033295
 1.000000 0.494760 0.032918
 1.000000 0.494820 0.032541
 1.000000 0.494880 0.032164
 1.000000 0.494940 0.031788
 1.000000 0.495000 0.031411
 1.000000 0.495060 0.031034
 1.000000 0.495120 0.030657
 1.000000 0.495180 0.030280
 1.000000 0.495240 0.029903
 1.000000 0.495300 0.029527
 1.000000 0.495360 0.029150
 1.000000 0.495420 0.028773
 1.000000 0.495480 0.028396
 1.000000 0.495540 0.028019
 1.000000 0.495600 0.027642
 1.000000 0.495660 0.027266
 1.000000 0.495720 0.026889
 1.000000 0.495780 0.026512
 1.000000 0.495840 0.026135
 1.000000 0.495900 0.025758
 1.000000 0.495960 0.025381
 1.000000 0.496020 0.025004
 1.000000 0.496080 0.024628
 1.000000 0.496140 0.024251
 1.000000 0.496200 0.023874
 1.000000 0.496260 0.023497
 1.000000 0.496320 0.023120
 1.000000 0.496380 0.022743
 1.000000 0.496440 0.022366
 1.000000 0.496500 0.021989
 1.000000 0.496560 0.021612
 1.000000 0.496620 0.021236
 1.000000 0.496680 0.020859
 1.000000 0.496740 0.020482
 1.000000 0.496800 0.020105
 1.000000 0.496860 0.019728
 1.000000 0.496920 0.019351
 1.000000 0.496980 0.018974
 1.000000 0.497040 0.018597
 1.000000 0.497100 0.018220
 1.000000 0.497160 0.017843
 1.000000 0.497220 0.017466
 1.000000 0.497280 0.017089
 1.000000 0.497340 0.016712
 1.000000 0.497400 0.016336
 1.000000 0.497460 0.015959
 1.000000 0.497520 0.015582
 1.000000 0.497580 0.015205
 1.000000 0.497640 0.014828
 1.000000 0.497700 0.014451
 1.000000 0.497760 0.014074
 1.000000 0.497820 0.013697
 1.000000 0.497880 0.013320
 1.000000 0.497940 0.012943
 1.000000 0.498000 0.012566
 1.000000 0.498060 0.012189
 1.000000 0.498120 0.011812
 1.000000 0.498180 0.011435
 1.000000 0.498240 0.011058
 1.000000 0.498300 0.010681
 1.000000 0.498360 0.010304
 1.000000 0.498420 0.009927
 1.000000 0.498480 0.009550
 1.000000 0.498540 0.009173
 1.000000 0.498600 0.008796
 1.000000 0.498660 0.008419
 1.000000 0.498720 0.008042
 1.000000 0.498780 0.007665
