t x u
 1.000000 1.302180 0.946735
 1.000000 1.302240 0.946613
 1.000000 1.302300 0.946492
 1.000000 1.302360 0.946370
 1.000000 1.302420 0.946248
 1.000000 1.302480 0.946126
 1.000000 1.302540 0.946004
 1.000000 1.302600 0.945882
 1.000000 1.302660 0.945759
 1.000000 1.302720 0.945637
 1.000000 1.302780 0.945514
 1.000000 1.302840 0.945391
 1.000000 1.302900 0.945268
 1.000000 1.302960 0.945145
 1.000000 1.303020 0.945022
 1.000000 1.303080 0.944899
 1.000000 1.303140 0.944775
 1.000000 1.303200 0.944652
 1.000000 1.303260 0.944528
 1.000000 1.303320 0.944404
 1.000000 1.303380 0.944280
 1.000000 1.303440 0.944156
 1.000000 1.303500 0.944031
 1.000000 1.303560 0.943907
 1.000000 1.303620 0.943782
 1.000000 1.303680 0.943658
 1.000000 1.303740 0.943533
 1.000000 1.303800 0.943408
 1.000000 1.303860 0.943283
 1.000000 1.303920 0.943158
 1.000000 1.303980 0.943032
 1.000000 1.304040 0.942907
 1.000000 1.304100 0.942781
 1.000000 1.304160 0.942655
 1.000000 1.304220 0.942530
 1.000000 1.304280 0.942404
 1.000000 1.304340 0.942277
 1.000000 1.304400 0.942151
 1.000000 1.304460 0.942025
 1.000000 1.304520 0.941898
 1.000000 1.304580 0.941771
 1.000000 1.304640 0.941645
 1.000000 1.304700 0.941518
 1.000000 1.304760 0.941390
 1.000000 1.304820 0.941263
 1.000000 1.304880 0.941136
 1.000000 1.304940 0.941008
 1.000000 1.305000 0.940881
 1.000000 1.305060 0.940753
 1.000000 1.305120 0.940625
 1.000000 1.305180 0.940497
 1.000000 1.305240 0.940369
 1.000000 1.305300 0.940241
 1.000000 1.305360 0.940112
 1.000000 1.305420 0.939984
 1.000000 1.305480 0.939855
 1.000000 1.305540 0.939726
 1.000000 1.305600 0.939597
 1.000000 1.305660 0.939468
 1.000000 1.305720 0.939339
 1.000000 1.305780 0.939209
 1.000000 1.305840 0.939080
 1.000000 1.305900 0.938950
 1.000000 1.305960 0.938820
 1.000000 1.306020 0.938691
 1.000000 1.306080 0.938560
 1.000000 1.306140 0.938430
 1.000000 1.306200 0.938300
 1.000000 1.306260 0.938170
 1.000000 1.306320 0.938039
 1.000000 1.306380 0.937908
 1.000000 1.306440 0.937777
 1.000000 1.306500 0.937646
 1.000000 1.306560 0.937515
 1.000000 1.306620 0.937384
 1.000000 1.306680 0.937253
 1.000000 1.306740 0.937121
 1.000000 1.306800 0.936990
 1.000000 1.306860 0.936858
 1.000000 1.306920 0.936726
 1.000000 1.306980 0.936594
 1.000000 1.307040 0.936462
 1.000000 1.307100 0.936329
 1.000000 1.307160 0.936197
 1.000000 1.307220 0.936064
 1.000000 1.307280 0.935932
 1.000000 1.307340 0.935799
 1.000000 1.307400 0.935666
 1.000000 1.307460 0.935533
 1.000000 1.307520 0.935400
 1.000000 1.307580 0.935266
 1.000000 1.307640 0.935133
 1.000000 1.307700 0.934999
 1.000000 1.307760 0.934865
 1.000000 1.307820 0.934731
 1.000000 1.307880 0.934597
 1.000000 1.307940 0.934463
 1.000000 1.308000 0.934329
 1.000000 1.308060 0.934194
 1.000000 1.308120 0.934060
 1.000000 1.308180 0.933925
 1.000000 1.308240 0.933790
 1.000000 1.308300 0.933655
 1.000000 1.308360 0.933520
 1.000000 1.308420 0.933385
 1.000000 1.308480 0.933250
 1.000000 1.308540 0.933114
 1.000000 1.308600 0.932979
 1.000000 1.308660 0.932843
 1.000000 1.308720 0.932707
 1.000000 1.308780 0.932571
 1.000000 1.308840 0.932435
 1.000000 1.308900 0.932299
 1.000000 1.308960 0.932162
 1.000000 1.309020 0.932026
 1.000000 1.309080 0.931889
 1.000000 1.309140 0.931752
 1.000000 1.309200 0.931615
 1.000000 1.309260 0.931478
 1.000000 1.309320 0.931341
 1.000000 1.309380 0.931203
 1.000000 1.309440 0.931066
 1.000000 1.309500 0.930928
 1.000000 1.309560 0.930791
 1.000000 1.309620 0.930653
 1.000000 1.309680 0.930515
 1.000000 1.309740 0.930377
 1.000000 1.309800 0.930238
 1.000000 1.309860 0.930100
 1.000000 1.309920 0.929961
 1.000000 1.309980 0.929823
 1.000000 1.310040 0.929684
 1.000000 1.310100 0.929545
 1.000000 1.310160 0.929406
 1.000000 1.310220 0.929267
 1.000000 1.310280 0.929127
 1.000000 1.310340 0.928988
 1.000000 1.310400 0.928848
 1.000000 1.310460 0.928709
 1.000000 1.310520 0.928569
 1.000000 1.310580 0.928429
 1.000000 1.310640 0.928289
 1.000000 1.310700 0.928148
 1.000000 1.310760 0.928008
 1.000000 1.310820 0.927867
 1.000000 1.310880 0.927727
 1.000000 1.310940 0.927586
 1.000000 1.311000 0.927445
 1.000000 1.311060 0.927304
 1.000000 1.311120 0.927163
 1.000000 1.311180 0.927022
 1.000000 1.311240 0.926880
 1.000000 1.311300 0.926739
 1.000000 1.311360 0.926597
 1.000000 1.311420 0.926455
 1.000000 1.311480 0.926313
 1.000000 1.311540 0.926171
 1.000000 1.311600 0.926029
 1.000000 1.311660 0.925886
 1.000000 1.311720 0.925744
 1.000000 1.311780 0.925601
 1.000000 1.311840 0.925458
 1.000000 1.311900 0.925316
 1.000000 1.311960 0.925173
 1.000000 1.312020 0.925029
 1.000000 1.312080 0.924886
 1.000000 1.312140 0.924743
 1.000000 1.312200 0.924599
 1.000000 1.312260 0.924456
 1.000000 1.312320 0.924312
 1.000000 1.312380 0.924168
 1.000000 1.312440 0.924024
 1.000000 1.312500 0.923879
 1.000000 1.312560 0.923735
 1.000000 1.312620 0.923591
 1.000000 1.312680 0.923446
 1.000000 1.312740 0.923301
 1.000000 1.312800 0.923157
 1.000000 1.312860 0.923012
 1.000000 1.312920 0.922866
 1.000000 1.312980 0.922721
 1.000000 1.313040 0.922576
 1.000000 1.313100 0.922430
 1.000000 1.313160 0.922285
 1.000000 1.313220 0.922139
 1.000000 1.313280 0.921993
 1.000000 1.313340 0.921847
 1.000000 1.313400 0.921701
 1.000000 1.313460 0.921554
 1.000000 1.313520 0.921408
 1.000000 1.313580 0.921261
 1.000000 1.313640 0.921115
 1.000000 1.313700 0.920968
 1.000000 1.313760 0.920821
 1.000000 1.313820 0.920674
 1.000000 1.313880 0.920527
 1.000000 1.313940 0.920379
 1.000000 1.314000 0.920232
 1.000000 1.314060 0.920084
 1.000000 1.314120 0.919936
 1.000000 1.314180 0.919789
 1.000000 1.314240 0.919641
 1.000000 1.314300 0.919492
 1.000000 1.314360 0.919344
 1.000000 1.314420 0.919196
 1.000000 1.314480 0.919047
 1.000000 1.314540 0.918899
 1.000000 1.314600 0.918750
 1.000000 1.314660 0.918601
 1.000000 1.314720 0.918452
 1.000000 1.314780 0.918303
 1.000000 1.314840 0.918153
 1.000000 1.314900 0.918004
 1.000000 1.314960 0.917854
 1.000000 1.315020 0.917705
 1.000000 1.315080 0.917555
 1.000000 1.315140 0.917405
 1.000000 1.315200 0.917255
 1.000000 1.315260 0.917105
 1.000000 1.315320 0.916954
 1.000000 1.315380 0.916804
 1.000000 1.315440 0.916653
 1.000000 1.315500 0.916502
 1.000000 1.315560 0.916352
 1.000000 1.315620 0.916201
 1.000000 1.315680 0.916049
 1.000000 1.315740 0.915898
 1.000000 1.315800 0.915747
 1.000000 1.315860 0.915595
 1.000000 1.315920 0.915444
 1.000000 1.315980 0.915292
 1.000000 1.316040 0.915140
 1.000000 1.316100 0.914988
 1.000000 1.316160 0.914836
 1.000000 1.316220 0.914683
 1.000000 1.316280 0.914531
 1.000000 1.316340 0.914378
 1.000000 1.316400 0.914226
 1.000000 1.316460 0.914073
 1.000000 1.316520 0.913920
 1.000000 1.316580 0.913767
 1.000000 1.316640 0.913614
 1.000000 1.316700 0.913460
 1.000000 1.316760 0.913307
 1.000000 1.316820 0.913153
 1.000000 1.316880 0.912999
 1.000000 1.316940 0.912846
 1.000000 1.317000 0.912692
 1.000000 1.317060 0.912537
 1.000000 1.317120 0.912383
 1.000000 1.317180 0.912229
 1.000000 1.317240 0.912074
 1.000000 1.317300 0.911920
 1.000000 1.317360 0.911765
 1.000000 1.317420 0.911610
 1.000000 1.317480 0.911455
 1.000000 1.317540 0.911300
 1.000000 1.317600 0.911144
 1.000000 1.317660 0.910989
 1.000000 1.317720 0.910834
 1.000000 1.317780 0.910678
 1.000000 1.317840 0.910522
 1.000000 1.317900 0.910366
 1.000000 1.317960 0.910210
 1.000000 1.318020 0.910054
 1.000000 1.318080 0.909898
 1.000000 1.318140 0.909741
 1.000000 1.318200 0.909584
 1.000000 1.318260 0.909428
 1.000000 1.318320 0.909271
 1.000000 1.318380 0.909114
 1.000000 1.318440 0.908957
 1.000000 1.318500 0.908800
 1.000000 1.318560 0.908642
 1.000000 1.318620 0.908485
 1.000000 1.318680 0.908327
 1.000000 1.318740 0.908169
 1.000000 1.318800 0.908012
 1.000000 1.318860 0.907854
 1.000000 1.318920 0.907695
 1.000000 1.318980 0.907537
 1.000000 1.319040 0.907379
 1.000000 1.319100 0.907220
 1.000000 1.319160 0.907062
 1.000000 1.319220 0.906903
 1.000000 1.319280 0.906744
 1.000000 1.319340 0.906585
 1.000000 1.319400 0.906426
 1.000000 1.319460 0.906266
 1.000000 1.319520 0.906107
 1.000000 1.319580 0.905947
 1.000000 1.319640 0.905788
 1.000000 1.319700 0.905628
 1.000000 1.319760 0.905468
 1.000000 1.319820 0.905308
 1.000000 1.319880 0.905148
 1.000000 1.319940 0.904987
 1.000000 1.320000 0.904827
 1.000000 1.320060 0.904666
 1.000000 1.320120 0.904506
 1.000000 1.320180 0.904345
 1.000000 1.320240 0.904184
 1.000000 1.320300 0.904023
 1.000000 1.320360 0.903862
 1.000000 1.320420 0.903700
 1.000000 1.320480 0.903539
 1.000000 1.320540 0.903377
 1.000000 1.320600 0.903215
 1.000000 1.320660 0.903054
 1.000000 1.320720 0.902892
 1.000000 1.320780 0.902729
 1.000000 1.320840 0.902567
 1.000000 1.320900 0.902405
 1.000000 1.320960 0.902242
 1.000000 1.321020 0.902080
 1.000000 1.321080 0.901917
 1.000000 1.321140 0.901754
 1.000000 1.321200 0.901591
 1.000000 1.321260 0.901428
 1.000000 1.321320 0.901265
 1.000000 1.321380 0.901101
 1.000000 1.321440 0.900938
 1.000000 1.321500 0.900774
 1.000000 1.321560 0.900610
 1.000000 1.321620 0.900446
 1.000000 1.321680 0.900282
 1.000000 1.321740 0.900118
 1.000000 1.321800 0.899954
 1.000000 1.321860 0.899789
 1.000000 1.321920 0.899625
 1.000000 1.321980 0.899460
 1.000000 1.322040 0.899295
 1.000000 1.322100 0.899130
 1.000000 1.322160 0.898965
 1.000000 1.322220 0.898800
 1.000000 1.322280 0.898635
 1.000000 1.322340 0.898469
 1.000000 1.322400 0.898304
 1.000000 1.322460 0.898138
 1.000000 1.322520 0.897972
 1.000000 1.322580 0.897806
 1.000000 1.322640 0.897640
 1.000000 1.322700 0.897474
 1.000000 1.322760 0.897308
 1.000000 1.322820 0.897141
 1.000000 1.322880 0.896975
 1.000000 1.322940 0.896808
 1.000000 1.323000 0.896641
 1.000000 1.323060 0.896474
 1.000000 1.323120 0.896307
 1.000000 1.323180 0.896140
 1.000000 1.323240 0.895972
 1.000000 1.323300 0.895805
 1.000000 1.323360 0.895637
 1.000000 1.323420 0.895469
 1.000000 1.323480 0.895302
 1.000000 1.323540 0.895134
 1.000000 1.323600 0.894965
 1.000000 1.323660 0.894797
 1.000000 1.323720 0.894629
 1.000000 1.323780 0.894460
 1.000000 1.323840 0.894292
 1.000000 1.323900 0.894123
 1.000000 1.323960 0.893954
 1.000000 1.324020 0.893785
 1.000000 1.324080 0.893616
 1.000000 1.324140 0.893447
 1.000000 1.324200 0.893277
 1.000000 1.324260 0.893108
 1.000000 1.324320 0.892938
 1.000000 1.324380 0.892768
 1.000000 1.324440 0.892598
 1.000000 1.324500 0.892428
 1.000000 1.324560 0.892258
 1.000000 1.324620 0.892088
 1.000000 1.324680 0.891917
 1.000000 1.324740 0.891747
 1.000000 1.324800 0.891576
 1.000000 1.324860 0.891405
 1.000000 1.324920 0.891235
 1.000000 1.324980 0.891064
 1.000000 1.325040 0.890892
 1.000000 1.325100 0.890721
 1.000000 1.325160 0.890550
 1.000000 1.325220 0.890378
 1.000000 1.325280 0.890206
 1.000000 1.325340 0.890035
 1.000000 1.325400 0.889863
 1.000000 1.325460 0.889691
 1.000000 1.325520 0.889518
 1.000000 1.325580 0.889346
 1.000000 1.325640 0.889174
 1.000000 1.325700 0.889001
 1.000000 1.325760 0.888828
 1.000000 1.325820 0.888656
 1.000000 1.325880 0.888483
 1.000000 1.325940 0.888310
 1.000000 1.326000 0.888136
 1.000000 1.326060 0.887963
 1.000000 1.326120 0.887790
 1.000000 1.326180 0.887616
 1.000000 1.326240 0.887442
 1.000000 1.326300 0.887269
 1.000000 1.326360 0.887095
 1.000000 1.326420 0.886921
 1.000000 1.326480 0.886746
 1.000000 1.326540 0.886572
 1.000000 1.326600 0.886398
 1.000000 1.326660 0.886223
 1.000000 1.326720 0.886048
 1.000000 1.326780 0.885873
 1.000000 1.326840 0.885698
 1.000000 1.326900 0.885523
 1.000000 1.326960 0.885348
 1.000000 1.327020 0.885173
 1.000000 1.327080 0.884997
 1.000000 1.327140 0.884822
 1.000000 1.327200 0.884646
 1.000000 1.327260 0.884470
 1.000000 1.327320 0.884294
 1.000000 1.327380 0.884118
 1.000000 1.327440 0.883942
 1.000000 1.327500 0.883766
 1.000000 1.327560 0.883589
 1.000000 1.327620 0.883413
 1.000000 1.327680 0.883236
 1.000000 1.327740 0.883059
 1.000000 1.327800 0.882882
 1.000000 1.327860 0.882705
 1.000000 1.327920 0.882528
 1.000000 1.327980 0.882350
 1.000000 1.328040 0.882173
 1.000000 1.328100 0.881995
 1.000000 1.328160 0.881818
 1.000000 1.328220 0.881640
 1.000000 1.328280 0.881462
 1.000000 1.328340 0.881284
 1.000000 1.328400 0.881105
 1.000000 1.328460 0.880927
 1.000000 1.328520 0.880749
 1.000000 1.328580 0.880570
 1.000000 1.328640 0.880391
 1.000000 1.328700 0.880212
 1.000000 1.328760 0.880033
 1.000000 1.328820 0.879854
 1.000000 1.328880 0.879675
 1.000000 1.328940 0.879496
 1.000000 1.329000 0.879316
 1.000000 1.329060 0.879137
 1.000000 1.329120 0.878957
 1.000000 1.329180 0.878777
 1.000000 1.329240 0.878597
 1.000000 1.329300 0.878417
 1.000000 1.329360 0.878237
 1.000000 1.329420 0.878056
 1.000000 1.329480 0.877876
 1.000000 1.329540 0.877695
 1.000000 1.329600 0.877515
 1.000000 1.329660 0.877334
 1.000000 1.329720 0.877153
 1.000000 1.329780 0.876972
 1.000000 1.329840 0.876790
 1.000000 1.329900 0.876609
 1.000000 1.329960 0.876428
 1.000000 1.330020 0.876246
 1.000000 1.330080 0.876064
 1.000000 1.330140 0.875883
 1.000000 1.330200 0.875701
 1.000000 1.330260 0.875518
 1.000000 1.330320 0.875336
 1.000000 1.330380 0.875154
 1.000000 1.330440 0.874971
 1.000000 1.330500 0.874789
 1.000000 1.330560 0.874606
 1.000000 1.330620 0.874423
 1.000000 1.330680 0.874240
 1.000000 1.330740 0.874057
 1.000000 1.330800 0.873874
 1.000000 1.330860 0.873691
 1.000000 1.330920 0.873507
 1.000000 1.330980 0.873324
 1.000000 1.331040 0.873140
 1.000000 1.331100 0.872956
 1.000000 1.331160 0.872772
 1.000000 1.331220 0.872588
 1.000000 1.331280 0.872404
 1.000000 1.331340 0.872220
 1.000000 1.331400 0.872035
 1.000000 1.331460 0.871850
 1.000000 1.331520 0.871666
 1.000000 1.331580 0.871481
 1.000000 1.331640 0.871296
 1.000000 1.331700 0.871111
 1.000000 1.331760 0.870926
 1.000000 1.331820 0.870740
 1.000000 1.331880 0.870555
 1.000000 1.331940 0.870369
 1.000000 1.332000 0.870184
 1.000000 1.332060 0.869998
 1.000000 1.332120 0.869812
 1.000000 1.332180 0.869626
 1.000000 1.332240 0.869440
 1.000000 1.332300 0.869253
 1.000000 1.332360 0.869067
 1.000000 1.332420 0.868880
 1.000000 1.332480 0.868694
 1.000000 1.332540 0.868507
 1.000000 1.332600 0.868320
 1.000000 1.332660 0.868133
 1.000000 1.332720 0.867946
 1.000000 1.332780 0.867758
 1.000000 1.332840 0.867571
 1.000000 1.332900 0.867383
 1.000000 1.332960 0.867196
 1.000000 1.333020 0.867008
 1.000000 1.333080 0.866820
 1.000000 1.333140 0.866632
 1.000000 1.333200 0.866444
 1.000000 1.333260 0.866256
 1.000000 1.333320 0.866067
 1.000000 1.333380 0.865879
 1.000000 1.333440 0.865690
 1.000000 1.333500 0.865501
 1.000000 1.333560 0.865312
 1.000000 1.333620 0.865123
 1.000000 1.333680 0.864934
 1.000000 1.333740 0.864745
 1.000000 1.333800 0.864556
 1.000000 1.333860 0.864366
 1.000000 1.333920 0.864176
 1.000000 1.333980 0.863987
 1.000000 1.334040 0.863797
 1.000000 1.334100 0.863607
 1.000000 1.334160 0.863417
 1.000000 1.334220 0.863226
 1.000000 1.334280 0.863036
 1.000000 1.334340 0.862846
 1.000000 1.334400 0.862655
 1.000000 1.334460 0.862464
 1.000000 1.334520 0.862273
 1.000000 1.334580 0.862082
 1.000000 1.334640 0.861891
 1.000000 1.334700 0.861700
 1.000000 1.334760 0.861509
 1.000000 1.334820 0.861317
 1.000000 1.334880 0.861126
 1.000000 1.334940 0.860934
 1.000000 1.335000 0.860742
 1.000000 1.335060 0.860550
 1.000000 1.335120 0.860358
 1.000000 1.335180 0.860166
 1.000000 1.335240 0.859973
 1.000000 1.335300 0.859781
 1.000000 1.335360 0.859588
 1.000000 1.335420 0.859396
 1.000000 1.335480 0.859203
 1.000000 1.335540 0.859010
 1.000000 1.335600 0.858817
 1.000000 1.335660 0.858624
 1.000000 1.335720 0.858430
 1.000000 1.335780 0.858237
 1.000000 1.335840 0.858043
 1.000000 1.335900 0.857850
 1.000000 1.335960 0.857656
 1.000000 1.336020 0.857462
 1.000000 1.336080 0.857268
 1.000000 1.336140 0.857074
 1.000000 1.336200 0.856879
 1.000000 1.336260 0.856685
 1.000000 1.336320 0.856491
 1.000000 1.336380 0.856296
 1.000000 1.336440 0.856101
 1.000000 1.336500 0.855906
 1.000000 1.336560 0.855711
 1.000000 1.336620 0.855516
 1.000000 1.336680 0.855321
 1.000000 1.336740 0.855125
 1.000000 1.336800 0.854930
 1.000000 1.336860 0.854734
 1.000000 1.336920 0.854539
 1.000000 1.336980 0.854343
 1.000000 1.337040 0.854147
 1.000000 1.337100 0.853951
 1.000000 1.337160 0.853754
 1.000000 1.337220 0.853558
 1.000000 1.337280 0.853362
 1.000000 1.337340 0.853165
 1.000000 1.337400 0.852968
 1.000000 1.337460 0.852771
 1.000000 1.337520 0.852574
 1.000000 1.337580 0.852377
 1.000000 1.337640 0.852180
 1.000000 1.337700 0.851983
 1.000000 1.337760 0.851785
 1.000000 1.337820 0.851588
 1.000000 1.337880 0.851390
 1.000000 1.337940 0.851192
 1.000000 1.338000 0.850994
 1.000000 1.338060 0.850796
 1.000000 1.338120 0.850598
 1.000000 1.338180 0.850400
 1.000000 1.338240 0.850202
 1.000000 1.338300 0.850003
 1.000000 1.338360 0.849804
 1.000000 1.338420 0.849606
 1.000000 1.338480 0.849407
 1.000000 1.338540 0.849208
 1.000000 1.338600 0.849009
 1.000000 1.338660 0.848809
 1.000000 1.338720 0.848610
 1.000000 1.338780 0.848410
 1.000000 1.338840 0.848211
 1.000000 1.338900 0.848011
 1.000000 1.338960 0.847811
 1.000000 1.339020 0.847611
 1.000000 1.339080 0.847411
 1.000000 1.339140 0.847211
 1.000000 1.339200 0.847011
 1.000000 1.339260 0.846810
 1.000000 1.339320 0.846610
 1.000000 1.339380 0.846409
 1.000000 1.339440 0.846208
 1.000000 1.339500 0.846007
 1.000000 1.339560 0.845806
 1.000000 1.339620 0.845605
 1.000000 1.339680 0.845404
 1.000000 1.339740 0.845202
 1.000000 1.339800 0.845001
 1.000000 1.339860 0.844799
 1.000000 1.339920 0.844597
 1.000000 1.339980 0.844395
 1.000000 1.340040 0.844193
 1.000000 1.340100 0.843991
 1.000000 1.340160 0.843789
 1.000000 1.340220 0.843586
 1.000000 1.340280 0.843384
 1.000000 1.340340 0.843181
 1.000000 1.340400 0.842979
 1.000000 1.340460 0.842776
 1.000000 1.340520 0.842573
 1.000000 1.340580 0.842370
 1.000000 1.340640 0.842166
 1.000000 1.340700 0.841963
 1.000000 1.340760 0.841760
 1.000000 1.340820 0.841556
 1.000000 1.340880 0.841352
 1.000000 1.340940 0.841148
 1.000000 1.341000 0.840945
 1.000000 1.341060 0.840740
 1.000000 1.341120 0.840536
 1.000000 1.341180 0.840332
 1.000000 1.341240 0.840128
 1.000000 1.341300 0.839923
 1.000000 1.341360 0.839718
 1.000000 1.341420 0.839514
 1.000000 1.341480 0.839309
 1.000000 1.341540 0.839104
 1.000000 1.341600 0.838899
 1.000000 1.341660 0.838693
 1.000000 1.341720 0.838488
 1.000000 1.341780 0.838282
 1.000000 1.341840 0.838077
 1.000000 1.341900 0.837871
 1.000000 1.341960 0.837665
 1.000000 1.342020 0.837459
 1.000000 1.342080 0.837253
 1.000000 1.342140 0.837047
 1.000000 1.342200 0.836841
 1.000000 1.342260 0.836634
 1.000000 1.342320 0.836428
 1.000000 1.342380 0.836221
 1.000000 1.342440 0.836014
 1.000000 1.342500 0.835807
 1.000000 1.342560 0.835600
 1.000000 1.342620 0.835393
 1.000000 1.342680 0.835186
 1.000000 1.342740 0.834978
 1.000000 1.342800 0.834771
 1.000000 1.342860 0.834563
 1.000000 1.342920 0.834356
 1.000000 1.342980 0.834148
 1.000000 1.343040 0.833940
 1.000000 1.343100 0.833732
 1.000000 1.343160 0.833523
 1.000000 1.343220 0.833315
 1.000000 1.343280 0.833107
 1.000000 1.343340 0.832898
 1.000000 1.343400 0.832689
 1.000000 1.343460 0.832480
 1.000000 1.343520 0.832272
 1.000000 1.343580 0.832063
 1.000000 1.343640 0.831853
 1.000000 1.343700 0.831644
 1.000000 1.343760 0.831435
 1.000000 1.343820 0.831225
 1.000000 1.343880 0.831015
 1.000000 1.343940 0.830806
 1.000000 1.344000 0.830596
 1.000000 1.344060 0.830386
 1.000000 1.344120 0.830176
 1.000000 1.344180 0.829965
 1.000000 1.344240 0.829755
 1.000000 1.344300 0.829545
 1.000000 1.344360 0.829334
 1.000000 1.344420 0.829123
 1.000000 1.344480 0.828913
 1.000000 1.344540 0.828702
 1.000000 1.344600 0.828491
 1.000000 1.344660 0.828279
 1.000000 1.344720 0.828068
 1.000000 1.344780 0.827857
 1.000000 1.344840 0.827645
 1.000000 1.344900 0.827434
 1.000000 1.344960 0.827222
 1.000000 1.345020 0.827010
 1.000000 1.345080 0.826798
 1.000000 1.345140 0.826586
 1.000000 1.345200 0.826374
 1.000000 1.345260 0.826161
 1.000000 1.345320 0.825949
 1.000000 1.345380 0.825736
 1.000000 1.345440 0.825523
 1.000000 1.345500 0.825311
 1.000000 1.345560 0.825098
 1.000000 1.345620 0.824885
 1.000000 1.345680 0.824671
 1.000000 1.345740 0.824458
 1.000000 1.345800 0.824245
 1.000000 1.345860 0.824031
 1.000000 1.345920 0.823818
 1.000000 1.345980 0.823604
 1.000000 1.346040 0.823390
 1.000000 1.346100 0.823176
 1.000000 1.346160 0.822962
 1.000000 1.346220 0.822748
 1.000000 1.346280 0.822533
 1.000000 1.346340 0.822319
 1.000000 1.346400 0.822104
 1.000000 1.346460 0.821890
 1.000000 1.346520 0.821675
 1.000000 1.346580 0.821460
 1.000000 1.346640 0.821245
 1.000000 1.346700 0.821030
 1.000000 1.346760 0.820814
 1.000000 1.346820 0.820599
 1.000000 1.346880 0.820383
 1.000000 1.346940 0.820168
 1.000000 1.347000 0.819952
 1.000000 1.347060 0.819736
 1.000000 1.347120 0.819520
 1.000000 1.347180 0.819304
 1.000000 1.347240 0.819088
 1.000000 1.347300 0.818872
 1.000000 1.347360 0.818655
 1.000000 1.347420 0.818439
 1.000000 1.347480 0.818222
 1.000000 1.347540 0.818005
 1.000000 1.347600 0.817788
 1.000000 1.347660 0.817571
 1.000000 1.347720 0.817354
 1.000000 1.347780 0.817137
 1.000000 1.347840 0.816919
 1.000000 1.347900 0.816702
 1.000000 1.347960 0.816484
 1.000000 1.348020 0.816267
 1.000000 1.348080 0.816049
 1.000000 1.348140 0.815831
 1.000000 1.348200 0.815613
 1.000000 1.348260 0.815395
 1.000000 1.348320 0.815176
 1.000000 1.348380 0.814958
 1.000000 1.348440 0.814739
 1.000000 1.348500 0.814521
 1.000000 1.348560 0.814302
 1.000000 1.348620 0.814083
 1.000000 1.348680 0.813864
 1.000000 1.348740 0.813645
 1.000000 1.348800 0.813426
 1.000000 1.348860 0.813206
 1.000000 1.348920 0.812987
 1.000000 1.348980 0.812767
 1.000000 1.349040 0.812548
 1.000000 1.349100 0.812328
 1.000000 1.349160 0.812108
 1.000000 1.349220 0.811888
 1.000000 1.349280 0.811668
 1.000000 1.349340 0.811447
 1.000000 1.349400 0.811227
 1.000000 1.349460 0.811007
 1.000000 1.349520 0.810786
 1.000000 1.349580 0.810565
 1.000000 1.349640 0.810344
 1.000000 1.349700 0.810123
 1.000000 1.349760 0.809902
 1.000000 1.349820 0.809681
 1.000000 1.349880 0.809460
 1.000000 1.349940 0.809238
 1.000000 1.350000 0.809017
 1.000000 1.350060 0.808795
 1.000000 1.350120 0.808574
 1.000000 1.350180 0.808352
 1.000000 1.350240 0.808130
 1.000000 1.350300 0.807908
 1.000000 1.350360 0.807685
 1.000000 1.350420 0.807463
 1.000000 1.350480 0.807241
 1.000000 1.350540 0.807018
 1.000000 1.350600 0.806795
 1.000000 1.350660 0.806572
 1.000000 1.350720 0.806350
 1.000000 1.350780 0.806127
 1.000000 1.350840 0.805903
 1.000000 1.350900 0.805680
 1.000000 1.350960 0.805457
 1.000000 1.351020 0.805233
 1.000000 1.351080 0.805010
 1.000000 1.351140 0.804786
 1.000000 1.351200 0.804562
 1.000000 1.351260 0.804338
 1.000000 1.351320 0.804114
 1.000000 1.351380 0.803890
 1.000000 1.351440 0.803666
 1.000000 1.351500 0.803441
 1.000000 1.351560 0.803217
 1.000000 1.351620 0.802992
 1.000000 1.351680 0.802767
 1.000000 1.351740 0.802543
 1.000000 1.351800 0.802318
 1.000000 1.351860 0.802093
 1.000000 1.351920 0.801867
 1.000000 1.351980 0.801642
 1.000000 1.352040 0.801417
 1.000000 1.352100 0.801191
 1.000000 1.352160 0.800965
 1.000000 1.352220 0.800740
 1.000000 1.352280 0.800514
 1.000000 1.352340 0.800288
 1.000000 1.352400 0.800062
 1.000000 1.352460 0.799835
 1.000000 1.352520 0.799609
 1.000000 1.352580 0.799383
 1.000000 1.352640 0.799156
 1.000000 1.352700 0.798929
 1.000000 1.352760 0.798703
 1.000000 1.352820 0.798476
 1.000000 1.352880 0.798249
 1.000000 1.352940 0.798022
 1.000000 1.353000 0.797794
 1.000000 1.353060 0.797567
 1.000000 1.353120 0.797340
 1.000000 1.353180 0.797112
 1.000000 1.353240 0.796884
 1.000000 1.353300 0.796656
 1.000000 1.353360 0.796429
 1.000000 1.353420 0.796201
 1.000000 1.353480 0.795972
 1.000000 1.353540 0.795744
 1.000000 1.353600 0.795516
 1.000000 1.353660 0.795287
 1.000000 1.353720 0.795059
 1.000000 1.353780 0.794830
 1.000000 1.353840 0.794601
 1.000000 1.353900 0.794372
 1.000000 1.353960 0.794143
 1.000000 1.354020 0.793914
 1.000000 1.354080 0.793685
 1.000000 1.354140 0.793455
 1.000000 1.354200 0.793226
 1.000000 1.354260 0.792996
 1.000000 1.354320 0.792766
 1.000000 1.354380 0.792537
 1.000000 1.354440 0.792307
 1.000000 1.354500 0.792077
 1.000000 1.354560 0.791846
